,text
3771,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
3772,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
3773,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470"
3774,I'm aight. Wat's happening on your side.
3775,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
3776,Ok... Then r we meeting later?
3777,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
3778,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
3779,Hey come online! Use msn... We are all there
3780,Me fine..absolutly fine
3781,So dont use hook up any how
3782,Can Ì_ send me a copy of da report?
3783,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
3784,Nope... C Ì_ then...
3785,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
3786,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
3787,"Yes..but they said its IT.,"
3788,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
3789,But i'll b going 2 sch on mon. My sis need 2 take smth.
3790,Omg how did u know what I ate?
3791,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
3792,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
3793,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
3794,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
3795,Hi kindly give us back our documents which we submitted for loan from STAPATI
3796,Yesterday its with me only . Now am going home.
3797,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
3798,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
3799,I havent add Ì_ yet right.. 
3800,Now got tv 2 watch meh? U no work today?
3801,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
3802,I called but no one pick up e phone. I ask both of them already they said ok.
3803,You're right I have now that I think about it
3804,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
3805,Sent me ur email id soon
3806,"Hi Chikku, send some nice msgs"
3807,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
3808,See you there! 
3809,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
3810,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
3811,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
3812,Sorry for the delay. Yes masters
3813,Don't necessarily expect it to be done before you get back though because I'm just now headin out
3814,have * good weekend.
3815,I was gonna ask you lol but i think its at 7
3816,Hhahhaahahah rofl wtf nig was leonardo in your room or something
3817,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
3818,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
3819,ÌÏ go home liao? Ask dad to pick me up at 6...
3820,Ok...
3821,Ok lor. Msg me b4 u call.
3822,Yay can't wait to party together!
3823,Just got to  &lt;#&gt;
3824,Well I might not come then...
3825,"I am in tirupur da, once you started from office call me."
3826,R Ì_ going 4 today's meeting?
3827,I think the other two still need to get cash but we can def be ready by 9
3828,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
3829,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
3830,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
3831,This pay is  &lt;DECIMAL&gt;  lakhs:)
3832,I thank you so much for all you do with selflessness. I love you plenty.
3833,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
3834,Its normally hot mail. Com you see!
3835,"Just arrived, see you in a couple days &lt;3"
3836,"Goodnight, sleep well da please take care pa. Please."
3837,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
3838,Yup no more already... Thanx 4 printing n handing it up.
3839,How much it will cost approx . Per month.
3840,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
3841,Shall i start from hear.
3842,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
3843,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
3844,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
3845,"Not yet chikku..going to room nw, i'm in bus.."
3846,Staff of placement training in Amrita college.
3847,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
3848,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
3849,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
3850,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
3851,Yup n her fren lor. I'm meeting my fren at 730.
3852,He's in lag. That's just the sad part but we keep in touch thanks to skype
3853,Love that holiday Monday feeling even if I have to go to the dentists in an hour
3854,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
3855,I keep ten rs in my shelf:) buy two egg.
3856,Ok k..sry i knw 2 siva..tats y i askd..
3857,I fetch yun or u fetch?
3858,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
3859,Oh all have to come ah?
3860,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
3861,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
3862,Oh dang! I didn't mean o send that to you! Lol!
3863,I'll text now! All creepy like so he won't think that we forgot
3864,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
3865,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
3866,Lol boo I was hoping for a laugh
3867,Somebody should go to andros and steal ice
3868,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
3869,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
3870,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
3871,Ok... Let u noe when i leave my house.
3872,Si si. I think ill go make those oreo truffles.
3873,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
3874,ARE YOU IN TOWN? THIS IS V. IMPORTANT
3875,I'm in office now da:)where are you?
3876,Maybe you should find something else to do instead???
3877,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
3878,Beauty sleep can help ur pimples too.
3879,Try neva mate!!
3880,No need to say anything to me. I know i am an outsider
3881,"I'm not sure, I was just checking out what was happening around the area"
3882,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
3883,Dear got bus directly to calicut
3884,Ok then i'll let him noe later n ask him call u tmr...
3885,Thts god's gift for birds as humans hav some natural gift frm god..
3886,"Now, whats your house # again ? And do you have any beer there ?"
3887,Change windows logoff sound..
3888,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
3889,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
3890,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
3891,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
3892,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
3893,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
3894,Okay... We wait ah
3895,Dear i have reache room
3896,Im just wondering what your doing right now?
3897,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
3898,Oh k.i think most of wi and nz players unsold.
3899,"Yeah why not, is the gang all ready"
3900,No message..no responce..what happend?
3901,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
3902,K come to nordstrom when you're done
3903,"Damn, can you make it tonight or do you want to just wait til tomorrow"
3904,I'm on da bus going home...
3905,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
3906,Come to my home for one last time i wont do anything. Trust me.
3907,Now press conference da:)
3908,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
3909,Nope... Juz off from work...
3910,Hmmm:)how many players selected?
3911,Also remember to get dobby's bowl from your car
3912,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
3913,Nope i'll come online now..
3914,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
3915,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
3916,ÌÏ still got lessons?  ÌÏ in sch?
3917,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
3918,What should i eat fo lunch senor
3919,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
3920,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
3921,I went to ur hon lab but no one is there.
3922,Lol now I'm after that hot air balloon!
3923,Well that must be a pain to catch
3924,You know what hook up means right?
3925,Are you ok. What happen to behave like this
3926,Probably a couple hours tops
3927,Customer place i will call you
3928,I said its okay. Sorry
3929,I know you are. Can you pls open the back?
3930,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  
3931,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
3932,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
3933,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
3934,Dunno dat's wat he told me. Ok lor...
3935,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
3936,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
3937,"Sorry, I'll call later"
3938,From here after The performance award is calculated every two month.not for current one month period..
3939,I'm at work. Please call
3940,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
3941,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
3942,\Keep ur problems in ur heart
3943,I am great! How are you?
3944,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
3945,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
3946,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
3947,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
3948,"Sir Goodmorning, Once free call me."
3949,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
3950,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
3951,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
3952,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
3953,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
3954,Near kalainar tv office.thenampet
3955,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
3956,Ok.ok ok..then..whats ur todays plan
3957,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
3958,"Mostly sports type..lyk footbl,crckt.."
3959,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
3960,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
3961,"I dont knw pa, i just drink milk.."
3962,Oh yeah I forgot. U can only take 2 out shopping at once.
3963,Oh is it! Which brand?
3964,Exactly. Anyways how far. Is jide her to study or just visiting
3965,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
3966,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
3967,I need to come home and give you some good lovin...
3968,Hmm .. Bits and pieces lol ... *sighs* ...
3969,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
3970,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
3971,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
3972,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
3973,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
3974,I'm now but have to wait till 2 for the bus to pick me.
3975,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
3976,Oh... Okie lor...We go on sat... 
3977,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
3978,ÌÏ collecting ur laptop then going to configure da settings izzit?
3979,I will reach ur home in  &lt;#&gt;  minutes
3980,I'm done oredi...
3981,When did you get to the library
3982,Company is very good.environment is terrific and food is really nice:)
3983,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place "
3984,Also andros ice etc etc
3985,Pls send me your address sir.
3986,"Yes but i dont care! I need you bad, princess!"
3987,Mathews or tait or edwards or anderson
3988,Once free call me sir. I am waiting for you.
3989,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3990,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
3991,"I sent you the prices and do you mean the  &lt;#&gt; g,"
3992,Lmao you know me so well...
3993,He's just gonna worry for nothing. And he won't give you money its no use.
3994,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3995,Do you think i can move  &lt;#&gt;  in a week
3996,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... 
3997,Now i'm going for lunch.
3998,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
3999,"I am real, baby! I want to bring out your inner tigress..."
4000,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
4001,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
4002,It's ok i wun b angry. Msg u aft i come home tonight.
4003,"Ta-Daaaaa! I am home babe, are you still up ?"
4004,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
4005,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
4006,Sorry da. I gone mad so many pending works what to do.
4007,"Nothing much, chillin at home. Any super bowl plan?"
4008,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
4009,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
4010,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
4011,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
4012,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
4013,Come to medical college at 7pm ......forward it da
4014,Ok leave no need to ask
4015,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
4016,Or I guess  &lt;#&gt;  min
4017,"\What are youdoing later? Sar xxx\"""""
4018,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
4019,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
4020,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
4021,I cant pick the phone right now. Pls send a message
4022,Sir send to group mail check it.
4023,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
4024,K..k...from tomorrow onwards started ah?
4025,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
4026,Alright took the morphine. Back in yo.
4027,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
4028,Stop knowing me so well!
4029,Gud ni8.swt drms.take care
4030,Win a å£1000 cash prize or a prize worth å£5000
4031,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
4032,"Tick, tick, tick ... Babe"
4033,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
4034,Two fundamentals of cool life: \Walk
4035,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
4036,How much for an eighth?
4037,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
4038,You have 1 new message. Please call 08718738034.
4039,Huh so early.. Then Ì_ having dinner outside izzit?
4040,Take some small dose tablet for fever
4041,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
4042,I've reached home n i bathe liao... U can call me now...
4043,Oh great. I.ll disturb him more so that we can talk.
4044,\HEY KATE
4045,Noooooooo please. Last thing I need is stress. For once in your life be fair.
4046,Moji just informed me that you saved our lives. Thanks.
4047,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
4048,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
4049,Lol ok your forgiven :)
4050,I dont know ask to my brother. Nothing problem some thing that. Just i told .
4051,Can u get pic msgs to your phone?
4052,ÌÏ v ma fan...
4053,I dunno they close oredi not... ÌÏ v ma fan...
4054,What pa tell me.. I went to bath:-)
4055,(That said can you text him one more time?)
4056,"Easy mate, * guess the quick drink was bit ambitious."
4057,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
4058,Yes i will be there. Glad you made it.
4059,So how many days since then?
4060,Hey r Ì_ still online? I've finished the formatting...
4061,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
4062,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
4063,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
4064,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
4065,"Vikky, come around  &lt;TIME&gt; .."
4066,Me n him so funny...
4067,Hey u still at the gym?
4068,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
4069,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
4070,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
4071,Are you in castor? You need to see something
4072,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
4073,"Nah I don't think he goes to usf, he lives around here though"
4074,Please leave this topic..sorry for telling that..
4075,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
4076,Want to finally have lunch today?
4077,"Greetings me, ! Consider yourself excused."
4078,U 2.
4079,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg
4080,Hey do you want anything to buy:)
4081,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
4082,Asking do u knw them or nt? May be ur frnds or classmates?
4083,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
4084,O shore are you takin the bus
4085,Nope i waiting in sch 4 daddy... 
4086,Love it! The girls at the office may wonder why you are smiling but sore...
4087,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
4088,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
4089,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
4090,Hey i will be late... i'm at amk. Need to drink tea or coffee
4091,"Dude u knw also telugu..thts gud..k, gud nyt.."
4092,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
4093,I am not having her number sir
4094,"Haha awesome, omw back now then"
4095,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
4096,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
4097,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
4098,If you r @ home then come down within 5 min
4099,What you doing?how are you?
4100,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
4101,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
4102,Hey now am free you can call me.
4103,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
4104,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
4105,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
4106,I am in your office na.
4107,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
4108,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
4109,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
4110,Havent still waitin as usual... ÌÏ come back sch oredi?
4111,Dont think so. It turns off like randomlly within 5min of opening
4112,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
4113,Where at were hungry too
4114,That's y we haf to combine n c how lor...
4115,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
4116,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
4117,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
4118,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it."
4119,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
4120,"I'm home, my love ... If your still awake ... *loving kiss*"
4121,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
4122,Do Ì_ noe if ben is going?
4123,"Uh, heads up we don't have THAT much left"
4124,WOT U WANNA DO THEN MISSY?
4125,Are you going to write ccna exam this week??
4126,Cos daddy arranging time c wat time fetch Ì_ mah...
4127,Are you there in room.
4128,Then i buy.
4129,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
4130,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
4131,I love u 2 my little pocy bell I am sorry but I love u
4132,If he started searching he will get job in few days.he have great potential and talent.
4133,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?
4134,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
4135,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
4136,I wont do anything de.
4137,K..u also dont msg or reply to his msg..
4138,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
